Index        TIME          {V(2)+1.0}    {I(VPULSE) + 3.0E-3}
1252    4.73033346e-09   6.50000000e+00   2.99885420e-03   
1253    4.73456426e-09   6.50000000e+00   2.99886031e-03   
1254    4.73879507e-09   6.50000000e+00   2.99886660e-03   
1255    4.74302587e-09   6.50000000e+00   2.99887305e-03   
1256    4.74718061e-09   6.50000000e+00   2.99887955e-03   
1257    4.75133535e-09   6.50000000e+00   2.99888619e-03   
1258    4.75549009e-09   6.50000000e+00   2.99889297e-03   
1259    4.75957621e-09   6.50000000e+00   2.99889978e-03   
1260    4.76366233e-09   6.50000000e+00   2.99890671e-03   
1261    4.76774845e-09   6.50000000e+00   2.99891376e-03   
1262    4.77177224e-09   6.50000000e+00   2.99892082e-03   
1263    4.77579603e-09   6.50000000e+00   2.99892798e-03   
1264    4.77981983e-09   6.50000000e+00   2.99893524e-03   
1265    4.78378641e-09   6.50000000e+00   2.99894250e-03   
1266    4.78775299e-09   6.50000000e+00   2.99894984e-03   
1267    4.79171958e-09   6.50000000e+00   2.99895727e-03   
1268    4.79563291e-09   6.50000000e+00   2.99896468e-03   
1269    4.79954624e-09   6.50000000e+00   2.99897216e-03   
1270    4.80345956e-09   6.50000000e+00   2.99897970e-03   
1271    4.80732239e-09   6.50000000e+00   2.99898722e-03   
1272    4.81072870e-09   6.50000000e+00   2.99899391e-03   
1273    4.81361292e-09   6.50000000e+00   2.99899962e-03   
1274    4.81609518e-09   6.50000000e+00   2.99900456e-03   
1275    4.81833832e-09   6.50000000e+00   2.99900905e-03   
1276    4.82058146e-09   6.50000000e+00   2.99901363e-03   
1277    4.82282460e-09   6.50000000e+00   2.99901832e-03   
1278    4.82731088e-09   6.50000000e+00   2.99902775e-03   
1279    4.83013556e-09   6.50000000e+00   2.99903381e-03   
1280    4.83267777e-09   6.50000000e+00   2.99903933e-03   
1281    4.83521998e-09   6.50000000e+00   2.99904484e-03   
1282    4.83822167e-09   6.50000000e+00   2.99905130e-03   
1283    4.84122337e-09   6.50000000e+00   2.99905773e-03   
1284    4.84422506e-09   6.50000000e+00   2.99906416e-03   
1285    4.84750436e-09   6.50000000e+00   2.99907116e-03   
1286    4.85118484e-09   6.50000000e+00   2.99907899e-03   
1287    4.85518221e-09   6.50000000e+00   2.99908748e-03   
1288    4.85917959e-09   6.50000000e+00   2.99909596e-03   
1289    4.86317696e-09   6.50000000e+00   2.99910444e-03   
1290    4.86517564e-09   6.50000000e+00   2.99910871e-03   
1291    4.86717433e-09   6.50000000e+00   2.99911300e-03   
1292    4.86917302e-09   6.50000000e+00   2.99911701e-03   
1293    4.86986298e-09   6.50000000e+00   2.99911800e-03   
1294    4.87027860e-09   6.50000000e+00   2.99911827e-03   
1295    4.87062534e-09   6.50000000e+00   2.99911822e-03   
1296    4.87097208e-09   6.50000000e+00   2.99911787e-03   
1297    4.87166557e-09   6.50000000e+00   2.99911638e-03   
1298    4.87211583e-09   6.50000000e+00   2.99911511e-03   
1299    4.87256610e-09   6.50000000e+00   2.99911360e-03   
1300    4.87301637e-09   6.50000000e+00   2.99911190e-03   
1301    4.87353437e-09   6.50000000e+00   2.99910984e-03   
1302    4.87405238e-09   6.50000000e+00   2.99910773e-03   
1303    4.87462238e-09   6.50000000e+00   2.99910542e-03   
1304    4.87526972e-09   6.50000000e+00   2.99910287e-03   
1305    4.87598527e-09   6.50000000e+00   2.99910018e-03   
1306    4.87672474e-09   6.50000000e+00   2.99909752e-03   
1307    4.87743838e-09   6.50000000e+00   2.99909505e-03   
1308    4.87810637e-09   6.50000000e+00   2.99909280e-03   
1309    4.87874334e-09   6.50000000e+00   2.99909070e-03   
1310    4.87938101e-09   6.50000000e+00   2.99908869e-03   
1311    4.88005175e-09   6.50000000e+00   2.99908668e-03   
1312    4.88077672e-09   6.50000000e+00   2.99908466e-03   
1313    4.88155679e-09   6.50000000e+00   2.99908266e-03   
1314    4.88237055e-09   6.50000000e+00   2.99908075e-03   
1315    4.88318711e-09   6.50000000e+00   2.99907897e-03   
1316    4.88398642e-09   6.50000000e+00   2.99907735e-03   
1317    4.88476943e-09   6.50000000e+00   2.99907585e-03   
1318    4.88555332e-09   6.50000000e+00   2.99907446e-03   
1319    4.88636058e-09   6.50000000e+00   2.99907316e-03   
1320    4.88720858e-09   6.50000000e+00   2.99907195e-03   
1321    4.88810221e-09   6.50000000e+00   2.99907085e-03   
1322    4.88903186e-09   6.50000000e+00   2.99906987e-03   
1323    4.88997961e-09   6.50000000e+00   2.99906902e-03   
1324    4.89093068e-09   6.50000000e+00   2.99906831e-03   
1325    4.89188183e-09   6.50000000e+00   2.99906773e-03   
1326    4.89284159e-09   6.50000000e+00   2.99906728e-03   
1327    4.89382440e-09   6.50000000e+00   2.99906697e-03   
1328    4.89484320e-09   6.50000000e+00   2.99906681e-03   
1329    4.89590353e-09   6.50000000e+00   2.99906681e-03   
1330    4.89700168e-09   6.50000000e+00   2.99906700e-03   
1331    4.89812789e-09   6.50000000e+00   2.99906735e-03   
1332    4.89927298e-09   6.50000000e+00   2.99906787e-03   
1333    4.90043403e-09   6.50000000e+00   2.99906856e-03   
1334    4.90161565e-09   6.50000000e+00   2.99906941e-03   
1335    4.90282706e-09   6.50000000e+00   2.99907046e-03   
1336    4.90407724e-09   6.50000000e+00   2.99907172e-03   
1337    4.90537087e-09   6.50000000e+00   2.99907321e-03   
1338    4.90670691e-09   6.50000000e+00   2.99907493e-03   
1339    4.90808061e-09   6.50000000e+00   2.99907687e-03   
1340    4.90948735e-09   6.50000000e+00   2.99907905e-03   
1341    4.91092618e-09   6.50000000e+00   2.99908145e-03   
1342    4.91240056e-09   6.50000000e+00   2.99908409e-03   
1343    4.91391665e-09   6.50000000e+00   2.99908699e-03   
1344    4.91548026e-09   6.50000000e+00   2.99909017e-03   
1345    4.91709442e-09   6.50000000e+00   2.99909364e-03   
1346    4.91875889e-09   6.50000000e+00   2.99909741e-03   
1347    4.92047162e-09   6.50000000e+00   2.99910147e-03   
1348    4.92218435e-09   6.50000000e+00   2.99910570e-03   
1349    4.92393783e-09   6.50000000e+00   2.99911020e-03   
1350    4.92569132e-09   6.50000000e+00   2.99911485e-03   
1351    4.92752296e-09   6.50000000e+00   2.99911990e-03   
1352    4.92935459e-09   6.50000000e+00   2.99912511e-03   
1353    4.93128313e-09   6.50000000e+00   2.99913077e-03   
1354    4.93321166e-09   6.50000000e+00   2.99913656e-03   
1355    4.93514019e-09   6.50000000e+00   2.99914249e-03   
1356    4.93899726e-09   6.50000000e+00   2.99915394e-03   
1357    4.94083550e-09   6.50000000e+00   2.99916010e-03   
1358    4.94267375e-09   6.50000000e+00   2.99916646e-03   
1359    4.94451200e-09   6.50000000e+00   2.99917282e-03   
1360    4.94635025e-09   6.50000000e+00   2.99917916e-03   
1361    4.95002675e-09   6.50000000e+00   2.99919140e-03   
1362    4.95202662e-09   6.50000000e+00   2.99919861e-03   
1363    4.95402650e-09   6.50000000e+00   2.99920595e-03   
1364    4.95602637e-09   6.50000000e+00   2.99921324e-03   
1365    4.95802624e-09   6.50000000e+00   2.99922048e-03   
1366    4.96202598e-09   6.50000000e+00   2.99923454e-03   
1367    4.96431258e-09   6.50000000e+00   2.99924308e-03   
1368    4.96659918e-09   6.50000000e+00   2.99925167e-03   
1369    4.96888578e-09   6.50000000e+00   2.99926016e-03   
1370    4.97117237e-09   6.50000000e+00   2.99926858e-03   
1371    4.97574557e-09   6.50000000e+00   2.99928493e-03   
1372    4.97887191e-09   6.50000000e+00   2.99929669e-03   
1373    4.98150792e-09   6.50000000e+00   2.99930644e-03   
1374    4.98414393e-09   6.50000000e+00   2.99931604e-03   
1375    4.98677994e-09   6.50000000e+00   2.99932555e-03   
1376    4.99205195e-09   6.50000000e+00   2.99934403e-03   
1377    4.99514496e-09   6.50000000e+00   2.99935520e-03   
1378    4.99792866e-09   6.50000000e+00   2.99936509e-03   
1379    5.00071237e-09   6.50000000e+00   2.99937479e-03   
1380    5.00349607e-09   6.50000000e+00   2.99938435e-03   
1381    5.00906348e-09   6.50000000e+00   2.99940291e-03   
1382    5.01205972e-09   6.50000000e+00   2.99941299e-03   
1383    5.01505596e-09   6.50000000e+00   2.99942290e-03   
1384    5.01775257e-09   6.50000000e+00   2.99943162e-03   
1385    5.02044918e-09   6.50000000e+00   2.99944018e-03   
1386    5.02314580e-09   6.50000000e+00   2.99944862e-03   
1387    5.02853902e-09   6.50000000e+00   2.99946505e-03   
1388    5.03142349e-09   6.50000000e+00   2.99947376e-03   
1389    5.03430795e-09   6.50000000e+00   2.99948231e-03   
1390    5.03719242e-09   6.50000000e+00   2.99949066e-03   
1391    5.04296135e-09   6.50000000e+00   2.99950683e-03   
1392    5.04578192e-09   6.50000000e+00   2.99951457e-03   
1393    5.04860248e-09   6.50000000e+00   2.99952216e-03   
1394    5.05142305e-09   6.50000000e+00   2.99952957e-03   
1395    5.05706418e-09   6.50000000e+00   2.99954392e-03   
1396    5.05982566e-09   6.50000000e+00   2.99955075e-03   
1397    5.06258714e-09   6.50000000e+00   2.99955744e-03   
1398    5.06534862e-09   6.50000000e+00   2.99956397e-03   
1399    5.07087159e-09   6.50000000e+00   2.99957662e-03   
1400    5.07358357e-09   6.50000000e+00   2.99958262e-03   
1401    5.07629555e-09   6.50000000e+00   2.99958849e-03   
1402    5.07900753e-09   6.50000000e+00   2.99959422e-03   
1403    5.08443149e-09   6.50000000e+00   2.99960532e-03   
1404    5.08710185e-09   6.50000000e+00   2.99961058e-03   
1405    5.08977220e-09   6.50000000e+00   2.99961571e-03   
1406    5.09244256e-09   6.50000000e+00   2.99962072e-03   
1407    5.09778326e-09   6.50000000e+00   2.99963043e-03   
1408    5.10041844e-09   6.50000000e+00   2.99963502e-03   
1409    5.10305362e-09   6.50000000e+00   2.99963950e-03   
1410    5.10568880e-09   6.50000000e+00   2.99964387e-03   
1411    5.11095916e-09   6.50000000e+00   2.99965234e-03   
1412    5.11356455e-09   6.50000000e+00   2.99965634e-03   
1413    5.11616994e-09   6.50000000e+00   2.99966024e-03   
1414    5.11877533e-09   6.50000000e+00   2.99966404e-03   
1415    5.12398611e-09   6.50000000e+00   2.99967141e-03   
1416    5.12656628e-09   6.50000000e+00   2.99967489e-03   
1417    5.12914646e-09   6.50000000e+00   2.99967828e-03   
1418    5.13172663e-09   6.50000000e+00   2.99968158e-03   
1419    5.13688698e-09   6.50000000e+00   2.99968798e-03   
1420    5.13944590e-09   6.50000000e+00   2.99969101e-03   
1421    5.14200481e-09   6.50000000e+00   2.99969394e-03   
1422    5.14456373e-09   6.50000000e+00   2.99969681e-03   
1423    5.14968157e-09   6.50000000e+00   2.99970237e-03   
1424    5.15222271e-09   6.50000000e+00   2.99970499e-03   
1425    5.15476386e-09   6.50000000e+00   2.99970754e-03   
1426    5.15730501e-09   6.50000000e+00   2.99971002e-03   
1427    5.16238730e-09   6.50000000e+00   2.99971485e-03   
1428    5.16491379e-09   6.50000000e+00   2.99971713e-03   
1429    5.16744028e-09   6.50000000e+00   2.99971934e-03   
1430    5.16996677e-09   6.50000000e+00   2.99972150e-03   
1431    5.17501974e-09   6.50000000e+00   2.99972569e-03   
1432    5.17753439e-09   6.50000000e+00   2.99972768e-03   
1433    5.18004904e-09   6.50000000e+00   2.99972960e-03   
1434    5.18256369e-09   6.50000000e+00   2.99973147e-03   
1435    5.18759298e-09   6.50000000e+00   2.99973513e-03   
1436    5.19009838e-09   6.50000000e+00   2.99973686e-03   
1437    5.19260378e-09   6.50000000e+00   2.99973853e-03   
1438    5.19510917e-09   6.50000000e+00   2.99974017e-03   
1439    5.20011997e-09   6.50000000e+00   2.99974336e-03   
1440    5.20261852e-09   6.50000000e+00   2.99974487e-03   
1441    5.20511706e-09   6.50000000e+00   2.99974634e-03   
1442    5.20761561e-09   6.50000000e+00   2.99974777e-03   
1443    5.21261271e-09   6.50000000e+00   2.99975058e-03   
1444    5.21510668e-09   6.50000000e+00   2.99975191e-03   
1445    5.21760064e-09   6.50000000e+00   2.99975320e-03   
1446    5.22009461e-09   6.50000000e+00   2.99975447e-03   
1447    5.22508254e-09   6.50000000e+00   2.99975695e-03   
1448    5.22757407e-09   6.50000000e+00   2.99975813e-03   
1449    5.23006561e-09   6.50000000e+00   2.99975928e-03   
1450    5.23255715e-09   6.50000000e+00   2.99976040e-03   
1451    5.23754022e-09   6.50000000e+00   2.99976261e-03   
1452    5.24003141e-09   6.50000000e+00   2.99976367e-03   
1453    5.24252260e-09   6.50000000e+00   2.99976470e-03   
1454    5.24501378e-09   6.50000000e+00   2.99976571e-03   
1455    5.24999616e-09   6.50000000e+00   2.99976770e-03   
1456    5.25248903e-09   6.50000000e+00   2.99976866e-03   
1457    5.25498190e-09   6.50000000e+00   2.99976960e-03   
1458    5.25747477e-09   6.50000000e+00   2.99977051e-03   
1459    5.26246051e-09   6.50000000e+00   2.99977233e-03   
1460    5.26495707e-09   6.50000000e+00   2.99977321e-03   
1461    5.26745364e-09   6.50000000e+00   2.99977407e-03   
1462    5.26995020e-09   6.50000000e+00   2.99977492e-03   
1463    5.27494332e-09   6.50000000e+00   2.99977660e-03   
1464    5.27744559e-09   6.50000000e+00   2.99977742e-03   
1465    5.27994785e-09   6.50000000e+00   2.99977822e-03   
1466    5.28245012e-09   6.50000000e+00   2.99977901e-03   
1467    5.28745465e-09   6.50000000e+00   2.99978058e-03   
1468    5.28996465e-09   6.50000000e+00   2.99978136e-03   
1469    5.29247466e-09   6.50000000e+00   2.99978211e-03   
1470    5.29498466e-09   6.50000000e+00   2.99978286e-03   
1471    5.30000467e-09   6.50000000e+00   2.99978436e-03   
1472    5.30252451e-09   6.50000000e+00   2.99978510e-03   
1473    5.30504434e-09   6.50000000e+00   2.99978582e-03   
1474    5.30756417e-09   6.50000000e+00   2.99978654e-03   
1475    5.31260384e-09   6.50000000e+00   2.99978799e-03   
1476    5.31513567e-09   6.50000000e+00   2.99978871e-03   
1477    5.31766749e-09   6.50000000e+00   2.99978942e-03   
1478    5.32019931e-09   6.50000000e+00   2.99979012e-03   
1479    5.32526296e-09   6.50000000e+00   2.99979153e-03   
1480    5.32780903e-09   6.50000000e+00   2.99979224e-03   
1481    5.33035511e-09   6.50000000e+00   2.99979294e-03   
1482    5.33290118e-09   6.50000000e+00   2.99979363e-03   
1483    5.33799333e-09   6.50000000e+00   2.99979503e-03   
1484    5.34055604e-09   6.50000000e+00   2.99979573e-03   
1485    5.34311874e-09   6.50000000e+00   2.99979642e-03   
1486    5.34568145e-09   6.50000000e+00   2.99979712e-03   
1487    5.35080687e-09   6.50000000e+00   2.99979852e-03   
1488    5.35338874e-09   6.50000000e+00   2.99979922e-03   
1489    5.35597062e-09   6.50000000e+00   2.99979992e-03   
1490    5.35855250e-09   6.50000000e+00   2.99980062e-03   
1491    5.36371625e-09   6.50000000e+00   2.99980203e-03   
1492    5.36632001e-09   6.50000000e+00   2.99980274e-03   
1493    5.36892377e-09   6.50000000e+00   2.99980345e-03   
1494    5.37152753e-09   6.50000000e+00   2.99980416e-03   
1495    5.37673505e-09   6.50000000e+00   2.99980559e-03   
1496    5.37936362e-09   6.50000000e+00   2.99980632e-03   
1497    5.38199220e-09   6.50000000e+00   2.99980704e-03   
1498    5.38462077e-09   6.50000000e+00   2.99980776e-03   
1499    5.38987791e-09   6.50000000e+00   2.99980922e-03   
1500    5.39253447e-09   6.50000000e+00   2.99980996e-03   
1501    5.39519103e-09   6.50000000e+00   2.99981070e-03   
1502    5.39784758e-09   6.50000000e+00   2.99981144e-03   
1503    5.40316070e-09   6.50000000e+00   2.99981294e-03   
1504    5.40584870e-09   6.50000000e+00   2.99981370e-03   
1505    5.40853670e-09   6.50000000e+00   2.99981446e-03   
1506    5.41122470e-09   6.50000000e+00   2.99981522e-03   
1507    5.41660070e-09   6.50000000e+00   2.99981676e-03   
1508    5.41932394e-09   6.50000000e+00   2.99981754e-03   
1509    5.42204717e-09   6.50000000e+00   2.99981832e-03   
1510    5.42477040e-09   6.50000000e+00   2.99981910e-03   
1511    5.43021687e-09   6.50000000e+00   2.99982069e-03   
1512    5.43297951e-09   6.50000000e+00   2.99982149e-03   
1513    5.43574214e-09   6.50000000e+00   2.99982230e-03   
1514    5.43850478e-09   6.50000000e+00   2.99982310e-03   
1515    5.44403005e-09   6.50000000e+00   2.99982473e-03   
1516    5.44683670e-09   6.50000000e+00   2.99982556e-03   
1517    5.44964334e-09   6.50000000e+00   2.99982639e-03   
1518    5.45244998e-09   6.50000000e+00   2.99982722e-03   
1519    5.45806327e-09   6.50000000e+00   2.99982890e-03   
1520    5.46091902e-09   6.50000000e+00   2.99982976e-03   
1521    5.46377478e-09   6.50000000e+00   2.99983061e-03   
1522    5.46663054e-09   6.50000000e+00   2.99983147e-03   
1523    5.47234205e-09   6.50000000e+00   2.99983320e-03   
1524    5.47525261e-09   6.50000000e+00   2.99983408e-03   
1525    5.47816317e-09   6.50000000e+00   2.99983496e-03   
1526    5.48107373e-09   6.50000000e+00   2.99983584e-03   
1527    5.48689484e-09   6.50000000e+00   2.99983762e-03   
1528    5.48986656e-09   6.50000000e+00   2.99983853e-03   
1529    5.49283827e-09   6.50000000e+00   2.99983944e-03   
1530    5.49580998e-09   6.50000000e+00   2.99984035e-03   
1531    5.50175341e-09   6.50000000e+00   2.99984218e-03   
1532    5.50479341e-09   6.50000000e+00   2.99984311e-03   
1533    5.50783340e-09   6.50000000e+00   2.99984404e-03   
1534    5.51087340e-09   6.50000000e+00   2.99984498e-03   
1535    5.51695339e-09   6.50000000e+00   2.99984686e-03   
1536    5.52006969e-09   6.50000000e+00   2.99984782e-03   
1537    5.52318599e-09   6.50000000e+00   2.99984878e-03   
1538    5.52630230e-09   6.50000000e+00   2.99984974e-03   
1539    5.53253490e-09   6.50000000e+00   2.99985167e-03   
1540    5.53573657e-09   6.50000000e+00   2.99985265e-03   
1541    5.53893824e-09   6.50000000e+00   2.99985364e-03   
1542    5.54213991e-09   6.50000000e+00   2.99985462e-03   
1543    5.54854325e-09   6.50000000e+00   2.99985660e-03   
1544    5.55184057e-09   6.50000000e+00   2.99985761e-03   
